Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,pc1_1,pc1_2,pc1_3,Status
4,3,0.1111111111111111,2,0,15,0.5263157894736841,14,8,9,30,19,0.5821052631578949,1,0,0,1,0,0,0.037735849056603765,0,0.0,0.0,0.9186046511627907,0.7999999999999999,0.0,-0.9321792157928082,-0.05414062378638346,-0.14599433562317563,0
4,3,0.3333333333333333,9,0,15,0.17894736842105252,14,24,11,12,29,0.13473684210526304,1,0,0,1,0,0,0.037735849056603765,0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,20.064301387807024,1.2529611904306739,5.2910316937799395,1
4,0,0.1111111111111111,11,0,15,0.4526315789473685,14,9,28,30,1,0.3421052631578947,1,0,0,1,0,0,0.037735849056603765,0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,22.4608371208569,2.697587711223588,5.378297005461316,1
4,0,0.3333333333333333,11,0,15,0.42105263157894735,14,24,9,8,34,0.2684210526315789,1,0,0,1,0,0,0.037735849056603765,0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,24.528026421002377,5.4031227845343,7.016933059996245,2
4,0,0.1111111111111111,9,0,15,0.2421052631578946,14,24,19,2,3,0.23473684210526313,1,0,0,1,0,0,0.037735849056603765,0,0.0,0.0,0.15116279069767458,0.4888888888888888,1.0,20.233086573338586,2.1536025843244864,7.186243080345568,1
4,3,0.1111111111111111,15,0,15,0.2947368421052632,14,9,9,30,34,0.2694736842105263,1,0,0,0,0,0,0.037735849056603765,0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,18.561629285268225,3.8579989338982292,11.303821610959663,0
4,2,0.4444444444444444,15,0,15,0.3263157894736841,14,9,9,30,34,0.2494736842105263,1,0,0,1,0,1,0.07547169811320753,0,0.0,0.0,0.15116279069767458,0.4888888888888888,1.0,21.77320882213677,1.799347250512671,4.3171430233225925,2
4,0,0.2222222222222222,8,0,15,0.5789473684210527,1,24,9,30,34,0.3768421052631581,0,0,0,1,0,1,0.05660377358490565,1,0.0,0.0,0.9186046511627907,0.7999999999999999,0.0,20.524538600658975,3.18061761115301,6.126982322809496,2
4,0,0.1111111111111111,9,0,15,0.27368421052631575,14,10,11,12,41,0.1852631578947368,1,0,0,1,0,1,0.05660377358490565,0,0.0,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,21.9821134447803,0.5316945975403442,5.198267494891695,2
4,14,0.1111111111111111,10,1,5,0.4010526315789473,14,8,9,30,41,0.23368421052631572,0,0,0,1,0,0,0.45283018867924524,0,0.0,0.08333333333333333,0.0,0.7555555555555555,0.5785997357992074,19.13113985876015,1.861909193179269,3.948818611851415,2
0,8,0.1111111111111111,11,0,9,0.368421052631579,14,8,9,12,17,0.368421052631579,1,0,0,1,0,0,0.2830188679245283,0,0.0,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,23.408857874539144,4.630473246100701,8.073251055918346,1
4,3,0.3333333333333333,11,0,15,0.463157894736842,14,9,28,30,29,0.3873684210526316,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,25.347338360389518,3.236924807028708,4.818546301152446,2
0,14,0.1111111111111111,14,1,15,0.6842105263157894,14,8,9,12,1,0.021052631578947434,0,0,0,1,0,1,0.33962264150943394,0,0.0,0.0,0.9186046511627907,0.7999999999999999,0.0,19.973847313506575,3.2223568502374356,4.24857832015274,2
4,14,0.1111111111111111,11,0,15,0.1578947368421053,14,8,9,30,41,0.368421052631579,0,0,1,0,0,0,0.2830188679245283,0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,12.478548919339783,5.974226430181937,14.624909311949857,0
4,14,0.1111111111111111,14,1,9,0.4736842105263157,14,10,9,22,41,0.5578947368421052,0,0,0,1,0,0,0.3773584905660377,0,0.0,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,27.91808540699702,11.45095742112186,3.5641974763720365,2
3,14,0.2222222222222222,9,0,8,0.368421052631579,14,16,9,30,41,0.08842105263157896,0,0,0,1,0,0,0.24528301886792453,0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,22.725647426501734,9.150088905789953,6.264158968450222,0
4,5,0.2222222222222222,8,0,15,0.3894736842105262,14,10,11,26,38,0.33789473684210525,0,0,0,1,1,0,0.1132075471698113,0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074,22.17330807862921,3.3516313881754907,6.698988658014797,2
4,3,0.2222222222222222,8,0,15,0.463157894736842,14,16,28,9,34,0.3052631578947369,1,0,0,1,0,1,0.05660377358490565,0,0.0,0.0,0.9186046511627907,0.7999999999999999,0.0,22.94605512333345,1.2583703840911307,4.069355535917337,0
4,0,0.1111111111111111,0,0,15,0.42105263157894735,14,10,9,22,34,0.2778947368421052,0,0,0,1,1,0,0.07547169811320753,0,0.0,0.0,0.2093023255813954,0.0,0.12417437252311753,18.707383879939254,1.081468670094944,4.40206285154546,2
4,0,0.1111111111111111,9,0,15,0.2315789473684211,14,9,11,22,34,0.24315789473684202,0,0,0,1,1,0,0.037735849056603765,0,0.0,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,19.73323347778254,0.6931179430140073,2.3156309292040413,2
4,3,0.4444444444444444,11,0,15,0.4421052631578948,14,24,11,1,17,0.2768421052631578,1,0,0,1,1,1,0.018867924528301883,0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,25.85538223321674,2.9945253505471388,4.865051225745742,2
4,17,0.1111111111111111,7,0,15,0.5157894736842106,14,28,33,26,38,0.2578947368421052,0,0,0,1,1,0,0.018867924528301883,0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,16.377967129384142,0.10662881189664036,5.01460298934753,0
4,14,0.1111111111111111,10,1,15,0.368421052631579,14,24,28,1,3,0.2126315789473685,0,0,0,1,1,0,0.13207547169811323,0,0.0,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,19.660863822497777,0.41002419789370165,3.2354736870372074,1
4,4,0.1111111111111111,0,0,15,0.4736842105263157,14,24,9,30,41,0.3705263157894736,1,0,0,1,1,0,0.09433962264150941,0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,21.73330509529503,3.0888460517600134,8.506367875321295,2
4,3,0.4444444444444444,15,0,15,0.368421052631579,14,10,28,22,29,0.368421052631579,1,0,0,1,1,0,0.018867924528301883,0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,18.227843866383058,2.0371084250670233,5.225027908802306,0
4,2,0.2222222222222222,13,0,15,0.368421052631579,14,8,9,22,9,0.33578947368421064,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.0,0.2093023255813954,0.0,0.12417437252311753,22.23174871506039,3.0481466310443195,7.437021445830134,2
4,0,0.2222222222222222,5,0,15,0.5999999999999999,11,15,28,30,19,0.7736842105263158,1,0,0,1,1,0,0.07547169811320753,1,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,22.896792471806293,0.5599145741967471,4.611482074593861,2
0,14,0.1111111111111111,11,0,15,0.4010526315789473,14,8,9,30,41,0.368421052631579,0,0,1,1,0,0,0.3962264150943396,0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,19.546897087551383,5.3481577056595615,11.950228152135189,0
4,4,0.1111111111111111,12,0,15,0.4736842105263157,14,9,9,30,41,0.29263157894736835,0,0,0,1,0,1,0.037735849056603765,0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,23.86628628605493,5.668423803050978,6.594471843786454,2
2,14,0.1111111111111111,11,0,15,0.4010526315789473,14,8,9,30,41,0.1578947368421053,0,0,0,1,0,0,0.3584905660377358,0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,21.29457647347956,4.918636371689798,9.901204706806706,0
4,2,0.1111111111111111,16,0,15,0.4736842105263157,14,24,28,30,41,0.33789473684210525,1,0,0,1,0,0,0.018867924528301883,0,0.08333333333333333,0.0,0.5930232558139535,1.0,0.3117569352708058,19.726320907246066,2.121645207807866,8.090423631066246,2
4,0,0.3333333333333333,11,0,15,0.4010526315789473,14,10,11,22,29,0.14210526315789473,1,0,0,1,0,0,0.037735849056603765,0,0.0,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,22.7668784551372,5.224785612391702,7.394563365079752,2
4,15,0.1111111111111111,16,0,14,0.4736842105263157,14,10,10,30,41,0.4547368421052631,0,0,1,0,0,0,0.07547169811320753,0,0.0,0.0,0.15116279069767458,0.4888888888888888,1.0,27.299930893941863,13.517807101571734,11.116233593544989,0
4,0,0.2222222222222222,11,0,15,0.4010526315789473,14,10,10,28,42,0.010526315789473717,1,0,0,1,0,0,0.037735849056603765,0,0.0,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,23.059888803781035,4.720473711825075,7.923538351810654,1
4,0,0.1111111111111111,13,0,15,0.42105263157894735,14,10,11,30,41,0.31052631578947376,0,0,0,1,0,1,0.018867924528301883,0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,20.81667655916629,3.6527767241946467,5.391955265611084,2
3,8,0.1111111111111111,11,0,8,0.26315789473684204,14,8,11,30,34,0.26315789473684204,1,0,0,1,0,0,0.5283018867924527,0,0.0,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,27.944905034030302,15.042195777355555,4.719011767342882,1
4,3,0.1111111111111111,9,0,15,0.4736842105263157,14,8,9,30,34,0.39263157894736844,1,0,0,1,0,0,0.05660377358490565,0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074,16.61457828236165,1.7733484692001156,7.81804476182892,0
4,3,0.1111111111111111,15,0,15,0.34736842105263155,14,10,28,22,34,0.2705263157894737,1,0,1,1,0,0,0.018867924528301883,0,0.0,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,20.21794772004443,3.342008523684089,6.587049724651802,2
4,0,0.1111111111111111,0,0,15,0.4842105263157894,14,24,11,1,1,0.39578947368421047,0,0,0,1,0,1,0.018867924528301883,0,0.0,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,22.72572093563152,1.9357163149914698,5.0531855128414875,2
4,8,0.2222222222222222,6,0,8,0.4736842105263157,14,28,33,26,38,0.4736842105263157,0,0,0,1,0,0,0.15094339622641512,0,0.3333333333333333,0.25,0.37209302325581406,0.4888888888888888,0.7661822985468957,3.0591849816108443,7.237629238797118,7.181096869765201,0
4,0,0.6666666666666666,11,0,15,0.463157894736842,14,24,28,1,1,0.31052631578947376,1,0,0,1,0,0,0.037735849056603765,0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,22.45978029531398,5.206407180602391,5.312022024344009,2
4,0,0.1111111111111111,2,0,15,0.49473684210526314,14,10,11,8,34,0.49473684210526314,1,0,0,1,0,1,0.018867924528301883,0,0.0,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,-0.9321792157928082,-0.05414062378638346,-0.14599433562317563,2
4,8,0.1111111111111111,15,0,9,0.368421052631579,14,24,28,12,9,0.368421052631579,0,0,0,1,0,0,0.4150943396226415,0,0.0,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,33.03071542555758,21.73717184866522,5.839566003384364,2
3,14,0.1111111111111111,1,0,15,0.368421052631579,14,9,9,30,41,0.5157894736842106,0,0,0,1,0,0,0.22641509433962265,0,0.0,0.0,0.9186046511627907,0.7999999999999999,0.0,37.254688497090484,26.458123934512876,6.067276150781113,2
4,3,0.1111111111111111,3,0,15,0.3157894736842104,14,10,11,1,34,0.3526315789473684,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,21.890444002652842,4.045516611833946,4.308547178363099,1
4,8,0.1111111111111111,5,0,8,0.4736842105263157,14,8,19,30,17,0.4736842105263157,0,0,0,0,0,0,0.1132075471698113,0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,6.8989540290468305,1.2268061462373934,6.468974532062496,0
4,17,0.1111111111111111,3,0,15,0.26315789473684204,14,24,9,22,29,0.19894736842105276,1,0,0,1,0,0,0.07547169811320753,0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,19.52048184543105,3.5574849653027547,9.389509627916834,0
4,0,0.1111111111111111,13,0,15,0.5473684210526315,14,24,11,1,1,0.4442105263157894,0,0,0,0,0,0,0.018867924528301883,0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,23.90113780353658,0.49197820193200265,3.3078538911723285,2
4,8,0.1111111111111111,16,0,9,0.4736842105263157,14,24,11,22,29,0.4736842105263157,1,0,0,1,0,0,0.1132075471698113,0,0.0,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,25.760647585160164,0.503129990920651,4.603627175450649,2
4,0,0.1111111111111111,6,0,15,0.6947368421052631,14,24,11,1,1,0.6031578947368421,0,0,0,1,0,0,0.018867924528301883,0,0.0,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,24.52039616475518,0.7948709841594028,4.897036700170108,2
3,14,0.1111111111111111,14,1,5,0.4010526315789473,14,8,9,1,20,0.18421052631578938,0,0,0,1,0,0,0.2830188679245283,0,0.0,0.0,0.2093023255813954,0.0,0.12417437252311753,21.73867446835569,2.0639921945449857,5.489112593850909,2
3,14,0.2222222222222222,9,0,15,0.5789473684210527,14,10,9,30,34,0.06315789473684208,0,0,1,0,0,0,0.22641509433962265,0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,20.819848224842094,1.744049708637964,7.3745307484475955,0
4,0,0.6666666666666666,13,0,15,0.18947368421052624,14,24,10,16,39,0.18210526315789477,1,0,1,1,0,1,0.05660377358490565,0,0.0,0.0,0.15116279069767458,0.4888888888888888,1.0,19.747624171938384,2.6046203888660964,5.639936245611959,2
4,14,0.1111111111111111,13,0,15,0.4736842105263157,14,28,33,26,38,0.19999999999999996,1,0,0,0,0,0,0.20754716981132076,0,0.0,0.0,0.2093023255813954,0.0,0.12417437252311753,11.819113438100434,5.7251190909752925,16.441747678820022,0
4,8,0.1111111111111111,9,0,8,0.368421052631579,14,9,10,14,41,0.368421052631579,0,0,0,1,0,0,0.18867924528301888,0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,21.06147585673143,1.711418005530395,6.877854557506085,2
4,5,0.2222222222222222,11,0,15,0.26315789473684204,14,8,33,19,38,0.2789473684210526,0,0,1,1,0,0,0.09433962264150941,0,0.16666666666666666,0.16666666666666666,0.0,0.7555555555555555,0.5785997357992074,30.64149151448995,23.447937261947366,5.225300497428176,2
3,14,0.1111111111111111,1,0,5,0.4010526315789473,14,10,9,30,3,0.26315789473684204,0,0,1,1,0,0,0.3773584905660377,0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,23.029189936142068,3.8922230796598787,7.460172536676724,1
4,8,0.1111111111111111,14,1,8,0.368421052631579,14,8,10,26,29,0.368421052631579,0,0,0,0,0,0,0.20754716981132076,0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,8.701902510779412,3.8019537743650664,10.211641326265415,0
3,14,0.1111111111111111,1,0,15,0.26315789473684204,14,8,9,30,41,0.3231578947368421,0,0,1,0,0,0,0.490566037735849,0,0.0,0.0,0.15116279069767458,0.4888888888888888,1.0,20.18121075410806,4.165057950869485,9.60493612162023,0
4,5,0.1111111111111111,12,0,15,0.4736842105263157,14,8,9,30,41,0.34736842105263155,1,0,0,0,0,0,0.2830188679245283,0,0.5833333333333333,0.5833333333333333,0.37209302325581406,0.4888888888888888,0.7661822985468957,3.326849099035937,8.150434164927763,6.194419133199213,0
4,3,0.1111111111111111,13,0,15,0.2947368421052632,14,24,28,30,41,0.19157894736842107,0,0,0,1,0,1,0.05660377358490565,0,0.0,0.0,0.9186046511627907,0.7999999999999999,0.0,20.394338588971134,4.691531146833791,8.272698315573939,1
0,14,0.1111111111111111,11,0,5,0.4010526315789473,14,9,28,30,1,0.26315789473684204,0,0,0,1,0,1,0.33962264150943394,0,0.08333333333333333,0.08333333333333333,0.2093023255813954,0.0,0.12417437252311753,24.954838830873484,4.716396916582449,5.007569980099438,2
4,0,0.1111111111111111,0,0,15,0.368421052631579,14,8,9,26,38,0.24,1,0,0,1,0,0,0.07547169811320753,0,0.0,0.08333333333333333,0.0,0.7555555555555555,0.5785997357992074,19.45834922026514,0.9764744179486806,6.249961012622984,2
4,0,0.4444444444444444,11,0,15,0.3263157894736841,14,10,11,8,41,0.2768421052631578,1,0,0,1,0,1,0.018867924528301883,0,0.0,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,22.575398117558183,3.4224115844028447,5.214560260479369,1
4,0,0.1111111111111111,11,0,15,0.8526315789473684,14,16,10,12,34,0.7863157894736841,0,0,0,1,0,1,0.018867924528301883,0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,27.98549512058409,1.952174769929848,5.023388715046433,2
4,3,0.4444444444444444,13,0,15,0.3052631578947369,14,10,11,22,20,0.23894736842105258,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,20.89807873778693,3.5470819903099113,7.774461372857742,2
4,16,0.1111111111111111,14,1,16,0.26315789473684204,14,10,9,8,9,0.28210526315789464,1,0,0,1,0,0,0.09433962264150941,0,0.0,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,22.162333497256252,4.176305703612389,3.0441298844713693,2
4,0,0.2222222222222222,11,0,15,0.4736842105263157,14,24,28,1,3,0.3505263157894738,1,0,0,1,0,0,0.037735849056603765,0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,23.047221922452568,4.334363442195263,4.60800003295951,2
4,4,0.2222222222222222,9,0,15,0.5052631578947369,14,10,10,30,34,0.3915789473684208,1,0,0,1,0,1,0.018867924528301883,0,0.0,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,20.949834191726623,1.0044807331472365,5.326980519633369,2
4,0,0.2222222222222222,2,0,15,0.43157894736842106,14,27,28,12,1,0.4136842105263159,1,0,1,1,0,0,0.037735849056603765,0,0.0,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,-0.9321792157928082,-0.05414062378638346,-0.14599433562317563,0
4,0,0.1111111111111111,11,0,15,0.3894736842105262,14,10,28,30,29,0.29894736842105263,0,0,0,1,0,1,0.018867924528301883,0,0.0,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,26.217843277013106,2.788633634624755,4.047499194752268,2
3,14,0.1111111111111111,10,1,5,0.4010526315789473,14,10,32,22,17,0.28105263157894744,0,0,1,0,0,0,0.2641509433962264,0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,2.473313443760786,6.333638508418987,5.6118782853235425,0
3,14,0.1111111111111111,14,1,5,0.05263157894736836,14,24,11,14,29,0.368421052631579,0,0,1,1,0,1,0.3018867924528302,0,0.0,0.0,0.2093023255813954,0.0,0.12417437252311753,22.091119102982887,2.1790989998437404,5.6892831691458055,2
4,0,0.3333333333333333,11,0,15,0.4421052631578948,14,10,10,8,34,0.331578947368421,1,0,0,1,0,1,0.037735849056603765,0,0.0,0.0,0.2093023255813954,0.0,0.12417437252311753,24.596440217033642,4.295635385469135,4.216968400934012,2
4,3,0.1111111111111111,13,0,15,0.6105263157894736,14,9,10,8,34,0.6810526315789471,1,0,0,1,0,1,0.018867924528301883,0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,24.818561188075773,0.3387156709753275,3.7001559436875167,2
4,0,0.1111111111111111,9,0,15,0.6842105263157894,14,2,11,1,17,0.5926315789473684,0,0,0,1,0,0,0.1132075471698113,0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074,18.668294568271907,2.0045106526279888,4.976725890762752,2
4,3,0.1111111111111111,13,0,15,0.5263157894736841,14,9,10,22,34,0.4526315789473685,1,0,0,1,0,0,0.05660377358490565,0,0.0,0.0,0.2093023255813954,0.0,0.12417437252311753,20.318595884668483,3.277511196788763,4.645937748690644,2
4,0,0.5555555555555556,11,0,15,0.4421052631578948,14,9,10,1,20,0.331578947368421,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.0,0.2093023255813954,0.0,0.12417437252311753,24.824798978364374,4.186680150321168,4.237871727484936,2
4,15,0.1111111111111111,16,0,14,0.4736842105263157,14,24,28,1,17,0.4736842105263157,1,0,1,1,0,0,0.07547169811320753,0,0.0,0.0,0.15116279069767458,0.4888888888888888,1.0,25.119514658126672,11.810551732989646,8.238698873972261,1
4,0,0.1111111111111111,13,0,15,0.26315789473684204,14,10,10,22,9,0.18210526315789477,0,0,0,1,0,1,0.09433962264150941,0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,20.427881860679687,3.812212164962845,6.137540742122277,2
4,0,0.1111111111111111,13,0,15,0.28421052631578947,14,24,11,1,1,0.33999999999999986,1,0,1,1,0,0,0.05660377358490565,0,0.0,0.0,0.2093023255813954,0.0,0.12417437252311753,20.483858132219556,2.4346867331421316,4.025543845449964,2
4,8,0.1111111111111111,11,0,8,0.368421052631579,14,10,10,1,3,0.368421052631579,1,0,0,1,0,0,0.1132075471698113,0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074,24.331698158475273,3.2506371648032477,5.036439793106741,2
4,3,0.2222222222222222,8,0,15,0.4010526315789473,14,16,28,1,29,0.21052631578947367,1,0,0,1,0,0,0.037735849056603765,0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,21.33611868576544,1.7194138158052612,3.4967247905687477,2
4,3,0.6666666666666666,11,0,15,0.5789473684210527,14,24,9,14,19,0.38421052631578934,1,0,0,1,0,0,0.037735849056603765,0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,24.461741335495486,3.659463585621582,4.737481209994954,2
4,14,0.1111111111111111,10,1,15,0.4010526315789473,14,10,10,8,1,0.3231578947368421,0,0,0,1,0,0,0.169811320754717,0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,18.46790065013592,1.6453962666031208,7.633102633741437,0
4,0,0.6666666666666666,11,0,15,0.4842105263157894,14,24,9,1,17,0.334736842105263,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,24.30404183836692,3.705116504751499,4.267574979894757,2
4,4,0.1111111111111111,7,0,15,0.5368421052631578,14,24,9,8,34,0.39368421052631586,1,0,0,1,1,0,0.018867924528301883,0,0.0,0.0,0.2093023255813954,0.0,0.12417437252311753,11.34391499547095,1.3330028357183334,12.910994627563728,0
4,16,0.1111111111111111,1,0,16,0.5789473684210527,14,9,9,30,41,0.5789473684210527,1,0,0,1,1,0,0.05660377358490565,0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,22.77990655442286,2.8274220243309793,5.89634435951202,2
4,0,0.1111111111111111,0,0,15,0.4010526315789473,14,16,28,1,1,0.0,0,0,0,1,1,0,0.037735849056603765,0,0.0,0.0,0.9186046511627907,0.7999999999999999,0.0,2.5705548056138934,6.754102151807802,5.211729105281076,0
4,5,0.1111111111111111,10,1,15,0.26315789473684204,14,8,9,30,41,0.34947368421052616,0,0,0,0,1,0,0.2830188679245283,0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,19.497402003267567,6.8159750849121625,3.631770432527972,0
3,14,0.1111111111111111,6,0,15,0.5789473684210527,14,10,11,1,1,0.368421052631579,0,0,0,0,1,0,0.2641509433962264,0,0.16666666666666666,0.0,0.2093023255813954,0.0,0.12417437252311753,18.544703400920913,2.0499017038950336,7.736183131245348,0
4,14,0.1111111111111111,7,0,5,0.4010526315789473,14,24,11,1,29,0.05263157894736836,0,0,0,1,1,0,0.15094339622641512,0,0.0,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,17.198601163542783,2.9488064506104195,10.607382045253699,1
4,17,0.1111111111111111,16,0,16,0.4736842105263157,14,10,20,30,19,0.6831578947368422,1,0,0,1,0,0,0.07547169811320753,0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,23.469767615505255,5.515676740576993,8.404639057747476,2
3,5,0.1111111111111111,10,1,15,0.4736842105263157,14,8,9,1,41,0.05263157894736836,0,0,0,0,0,0,0.2641509433962264,0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,17.462628049469288,2.9613533138893677,7.299498042662718,0
3,14,0.1111111111111111,3,0,15,0.4010526315789473,14,8,9,22,29,0.22631578947368425,0,0,0,1,0,0,0.32075471698113206,0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,18.158083570825372,2.2239033475206216,6.327925109179895,0
4,0,0.1111111111111111,13,0,15,0.34736842105263155,14,10,11,30,41,0.26315789473684204,0,0,0,1,0,1,0.018867924528301883,0,0.0,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,22.586581502788544,2.615673607201887,5.81834395689024,2
4,0,0.3333333333333333,13,0,15,0.2315789473684211,14,10,11,30,41,0.2315789473684211,1,0,1,1,0,0,0.037735849056603765,0,0.0,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,0.6937515167012609,3.814433267271909,0.17273475485791892,0
4,15,0.1111111111111111,0,0,14,0.4736842105263157,14,10,9,12,9,0.4736842105263157,1,0,1,1,0,0,0.07547169811320753,0,0.0,0.0,0.15116279069767458,0.4888888888888888,1.0,18.568314337359897,2.784777484929486,10.440649371507302,1
4,0,0.2222222222222222,3,0,15,0.3052631578947369,14,9,9,22,17,0.24315789473684202,1,0,0,0,0,0,0.018867924528301883,0,0.0,0.0,0.2093023255813954,0.0,0.12417437252311753,21.11612269424768,3.087971285891155,8.149711184430167,0
4,0,0.1111111111111111,15,0,15,0.6631578947368422,14,10,32,1,20,0.6157894736842104,1,0,0,1,0,0,0.05660377358490565,0,0.0,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,24.74739568705246,0.37060991864675713,3.4515470097849246,2
4,5,0.1111111111111111,8,0,15,0.4421052631578948,14,9,9,30,29,0.34631578947368413,1,0,0,1,0,0,0.05660377358490565,0,0.0,0.0,0.9186046511627907,0.7999999999999999,0.0,21.056471616275527,2.1548861682197415,3.3032564395401494,2
4,3,0.3333333333333333,0,0,15,0.2947368421052632,14,9,10,8,20,0.2505263157894737,1,1,0,1,0,1,0.018867924528301883,0,0.0,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,21.427462988038624,3.647472662117597,7.252275023061625,2
4,0,0.1111111111111111,13,0,15,0.3263157894736841,14,9,10,8,20,0.3336842105263158,1,0,0,1,0,0,0.037735849056603765,0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074,20.711576680881237,3.0607745173451386,6.377891351132389,2
4,5,0.1111111111111111,16,0,15,0.7894736842105263,14,10,11,22,19,0.7894736842105263,1,0,0,1,0,0,0.037735849056603765,0,0.41666666666666663,0.08333333333333333,0.5930232558139535,1.0,0.3117569352708058,12.968604824160188,2.110799188885005,-3.1718640769609014,1
0,14,0.1111111111111111,6,0,15,0.4010526315789473,14,16,28,22,29,0.1578947368421053,1,0,0,1,0,1,0.24528301886792453,0,0.0,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,11.045306144867915,6.0937217780404715,4.875982047128714,0
